0.63119,0.78507,0.68319
0.35507,0.07409,0.96211
0.997,0.39388,0.43797
0.22417,0.0033941,0.94034
0.65245,0.22068,0.0058343
0.60499,0.0013006,0.61031
0.38725,0.18918,0.80108
0.14219,0.14248,0.23298
0.025135,0.26808,0.93247
0.42111,0.17489,0.76326
0.1841,0.13865,0.82645
0.72578,0.59889,0.57346
0.37036,0.90106,0.79258
0.84156,0.93938,0.32904
0.73423,0.22118,0.22346
0.57103,0.48267,0.31239
0.17686,0.37601,0.58452
0.95738,0.52378,0.82991
0.26532,0.26487,0.29046
0.92458,0.068357,0.40255
0.22377,0.43633,0.86206
0.37356,0.17385,0.61474
0.0875,0.026107,0.99119
0.64012,0.95468,0.2037
0.18062,0.4306,0.82721
0.045051,0.96156,0.67586
0.72317,0.76241,0.24895
0.34744,0.0073487,0.47579
0.66062,0.68004,0.39908
0.38387,0.70595,0.59944
0.62735,0.64513,0.80052
0.02165,0.55231,0.10507
0.91057,0.21811,0.82144
0.80056,0.77237,0.84109
0.74585,0.22803,0.35451
0.81311,0.37086,0.43007
0.38331,0.89093,0.57224
0.61728,0.85638,0.70082
0.57549,0.40243,0.74247
0.53005,0.31802,0.75788
0.27507,0.60864,0.38913
0.24863,0.9102,0.4293
0.45164,0.9091,0.95634
0.22771,0.59159,0.57297
0.80445,0.33257,0.84972
0.9861,0.85306,0.27635
0.029992,0.4424,0.62232
0.53566,0.90436,0.58836
0.087077,0.033179,0.96347
0.80209,0.53243,0.085903
0.98914,0.7165,0.5005
0.066946,0.1793,0.52159
0.9394,0.33653,0.090166
0.018178,0.18771,0.90467
0.68384,0.32193,0.88439
0.78374,0.40386,0.43899
0.53414,0.54857,0.78172
0.88536,0.048739,0.14847
0.899,0.55273,0.61982
0.62594,0.27481,0.26062
0.13787,0.2415,0.44566
0.2178,0.24315,0.844
0.18214,0.15416,0.1962
0.04182,0.95642,0.30385
0.10694,0.93566,0.48329
0.61644,0.81871,0.33781
0.93966,0.72826,0.79849
0.35446,0.17581,0.98749
0.41063,0.36037,0.15905
0.98435,0.18879,0.23688
0.94558,0.0011984,0.70224
0.67664,0.31642,0.37547
0.9883,0.69962,0.9737
0.76683,0.62526,0.97231
0.3367,0.54306,0.6437
0.66238,0.43904,0.8601
0.24417,0.28743,0.40188
0.29551,0.50166,0.63193
0.68018,0.76155,0.98524
0.52785,0.76241,0.55948
0.41159,0.57606,0.93359
0.60264,0.74766,0.72034
0.75052,0.64553,0.48404
0.58353,0.12322,0.63903
0.55179,0.5044,0.88764
0.58357,0.34726,0.19874
0.51182,0.092148,0.39537
0.082593,0.14785,0.99218
0.71957,0.19817,0.40235
0.99616,0.67227,0.65886
0.35453,0.43151,0.90135
0.97126,0.6944,0.99538
0.34645,0.25678,0.65316
0.88654,0.0097586,0.10844
0.45469,0.53228,0.036114
0.41343,0.27939,0.61809
0.21773,0.94623,0.56714
0.12565,0.90644,0.96196
0.30891,0.39268,0.74611
0.7261,0.024855,0.66252
0.78287,0.67144,0.52331
0.69379,0.83717,0.25989
0.0098023,0.9715,0.96199
0.84321,0.056933,0.5402
0.92233,0.45032,0.03027
0.77095,0.58247,0.69631
0.04266,0.68664,0.51972
0.37819,0.71943,0.059031
0.70434,0.65004,0.89004
0.72951,0.72691,0.3302
0.22428,0.37385,0.2297
0.26905,0.58158,0.11395
0.67303,0.11612,0.31092
0.47749,0.057654,0.22843
0.62372,0.97977,0.652
0.23644,0.28482,0.06616
0.17712,0.59497,0.27543
0.82964,0.96216,0.28182
0.76692,0.18578,0.88007
0.93448,0.19304,0.44433
0.10789,0.34164,0.75591
0.18223,0.9329,0.6033
0.099095,0.39067,0.78327
0.48976,0.27322,0.11393
0.19325,0.15195,0.97856
0.89589,0.39711,0.8486
0.09909,0.37472,0.050646
0.044166,0.13111,0.4662
0.5573,0.43504,0.32565
0.7725,0.091513,0.63021
0.31194,0.61463,0.2303
0.17898,0.010979,0.57988
0.33896,0.57326,0.60316
0.21015,0.78973,0.59988
0.51015,0.23537,0.44843
0.90636,0.44802,0.035423
0.62892,0.56936,0.51381
